title,address,operation,contact,location_detail,hashtag,menu
명동칼국수,서울 서초구 방배천로 12 (우)06693,매일 11:30 ~ 23:30,02-582-8789,#점심식사 #제로페이,"['#점심식사', '#제로페이']","['명동칼국수\n6,000', '해물칼국수 (1인분)\n7,000', '복 칼국수 (1인분)\n8,000', '왕만두\n6,000', '만두국\n6,500', '해물순두부\n7,000', '즉석순두부\n6,000', '된장찌개\n7,000', '즉석모두부\n9,000', '만두전골 (1인분)\n10,000', '버섯전골 (1인분)\n10,000', '불낙전골 (1인분)\n10,000', '두부전골 (1인분)\n10,000', '순두부전골 (1인분)\n10,000', '모듬전\n18,000', '동태전\n12,000', '고추전\n11,000', '동그랑땡\n10,000', '호박전\n10,000', '해물파전\n10,000']"
사당양꼬치,서울 동작구 사당로30길 163 (우)07025,매일 12:00 ~ 01:00,02-588-8188,#친목모임 #제로페이,"['#친목모임', '#제로페이']","['마라탕 (중)\n12,000', '마라구수개 (소)\n15,000', '왕가지튀김 (소)\n15,000', '궁보기정\n15,000', '콜라닭날개\n15,000']"
거북이,서울 서초구 방배천로4안길 48 1층 (우)06691,매일 12:00 ~ 22:00,,070-4015-5314 대표번호,[],"['아메리카노\n4,500', '마리아쥬 마르코 폴로\n6,000', '퓨어 자몽에이드\n6,500']"
럭키갈비찜,서울 동작구 사당로29길 2 1층 (우)07008,매일 12:00 ~ 23:00,,02-6406-7770 대표번호,[],[]
리프레셔스,서울 서초구 청두곶6길 8 1층 (우)06690,"화~일 10:00 ~ 21:00
닫기",,010-4277-2519 대표번호,[],[]
미스피츠,서울 동작구 동작대로3길 30 1층 (우)07015,"월~금 11:30 ~ 22:00
월~금 휴게시간 14:00 ~ 17:00
닫기",,02-525-4806 대표번호,[],"['미스피츠 (단품)\n9,500\n기본에 충실한 클래식한 스타일의 약간 매콤한 미스피츠 버거', '미스다이어리 (단품)\n10,000\n에그 샐러드와 사과가 들어가 담백한 버거', '추천\n트러플 크리미 (단품)\n10,500\n양송이볶음과 짭쪼름한 트러플 미소크림이 어우러진 버거', '추천\n엉클 파인 (단품)\n10,500\n구운 파인애플의 쥬시함과 패티의 육즙이 어우러진 풍부한 맛의 버거', '오지워커 (단품)\n10,500\n계란 베이컨이 들어가 푸짐한 리얼 호주스타일 버거', '멕시칸 칠리 (단품)\n11,000\n멕시칸 스타일의 고기볶음이 들어간 이국적인 향의 버거', '볼케이노 (단품)\n11,000\n모짜렐라치즈튀김과 체다치즈소스 잭치즈가 어우러진 트리플치즈버거', '페리 치킨 (단품)\n9,500\n매콤한 페리소스와 닭가슴살튀김의 조화로움 닭가슴살튀김', '번 치킨 번 (단품)\n12,000\n번을 대신한 치킨번과 모짜렐라치즈가 덥힌 패티를 감싸안은 푸짐한 버거']"
스타벅스 사당역점,서울 동작구 동작대로 21 양지빌딩 1~3층 (우)07015,"화~금 07:00 ~ 23:00
닫기",,1522-3232 대표번호,[],"['리저브 나이트로\n7,500\n나이트로 커피 정통의 캐스케이딩과 부드러운 콜드 크레마!\n부드러운 목 넘김과 완벽한 밸런스에 커피 본연의 단맛을 경험할 수 있습니다.', '제주 한라봉 말차 블렌디드\n7,500\n청정한 제주를 느낄 수 있도록\n제주산 말차, 한라봉을 사용한\n시원하고 달콤한 프로즌 티', '플럼 선셋 유스베리 티\n7,000\n익숙한 자두와 상큼한 유스베리 티의 조합으로\n일상적이지만 아름답고 특별한 선셋을 표현한 음료', '바닐라 빈 푸딩 블렌디드 위드 콜드 브루\n6,300\n바닐라 빈이 콕콕 박힌 부드러운 푸딩과 산뜻한 콜드 브루의 만남!\n진한 바닐라 풍미를 느낄 수 있는 커피 블렌디드', '퍼플 드링크 위드 망고 용과 스타벅스 리프레셔\n5,900\n망고 용과와 코코넛 밀크가 달콤하고 부드럽게 조화된 맛에\n가볍게 에너지 부스팅을 할 수 있는 음료', '라이트 키위 라임 블렌디드\n6,300\n여름의 나른함을 짜릿하게 날려버릴 블렌디드\n새콤한 키위 라임과 쫄깃한 곤약 젤리로 가볍게 리프레쉬 할 수 있는 음료\n*천연 대체 감미료가 함유되어 100kcal로(T 기준) 더욱 라이트하게 즐기실 수 있습니다.\n*취향에 따라 클래식 시럽을 무료로 추가 하실 수 있습니다.', '망고 용과 레모네이드 스타벅스 리프레셔\n5,900\n망고 용과와 레모네이드가 달콤 상큼하게 조화된 맛에\n가볍게 에너지 부스팅을 할 수 있는 음료', '얼 그레이 카카오 초코 프라푸치노\n6,500\n바리스타가 된 춘식이 초콜릿 토핑과 카카오 초콜릿 칩,\n그리고 티바나 얼그레이 티를 더해\n누구나 특별한 달콤함을 즐길 수 있는 프라푸치노 음료입니다.', '오늘의 커피\n4,200\n신선하게 브루드(Brewed)되어 원두의 다양함이 살아있는 커피', '카푸치노\n5,000\n풍부하고 진한 에스프레소에 따뜻한 우유와 벨벳 같은 우유 거품이 1:1 비율로 어우러져 마무리된 커피 음료', '카페 라떼\n5,000\n풍부하고 진한 에스프레소가 신선한 스팀 밀크를 만나 부드러워진 커피 위에 우유 거품을 살짝 얹은 대표적인 커피 라떼', '카페 모카\n5,500\n진한 초콜릿 모카 시럽과 풍부한 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료로 진한 에스프레소와 초콜릿 맛이 어우러진 커피', '카페 아메리카노\n4,500\n진한 에스프레소와 뜨거운 물을 섞어 스타벅스의 깔끔하고 강렬한 에스프레소를 가장 부드럽게 잘 느낄 수 있는 커피', '카라멜 마키아또\n5,900\n향긋한 바닐라 시럽과 따뜻한 스팀 밀크 위에 풍성한 우유 거품을 얹고 점을 찍듯이 에스프레소를 부은 후 벌집 모양으로 카라멜 드리즐을 올린 달콤한 커피 음료', '화이트 초콜릿 모카\n5,900\n달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료로 달콤함과 강렬한 에스프레소가 부드럽게 어우러진 커피', '스타벅스 돌체 라떼\n5,900\n스타벅스의 다른 커피 음료보다 더욱 깊은 커피의 맛과 향에 깔끔한 무지방 우유와 부드러운 돌체 시럽이 들어간 음료로 달콤하고 진한 커피 라떼', '자바 칩 프라푸치노\n6,300\n커피, 모카 소스, 진한 초콜릿 칩이 입안 가득 느껴지는 스타벅스에서만 맛볼 수 있는 프라푸치노', '망고 바나나 블렌디드\n6,300\n(Grande Only) 달콤한 망고 패션 프루트 주스에\n바나나 1개가 통째로 들어간 신선한 블렌디드', '아이스 자몽 허니 블랙 티\n5,700\n새콤한 자몽과 달콤한 꿀이 깊고 그윽한 풍미의 스타벅스 티바나 블랙 티의 조화', '자몽 허니 블랙 티\n5,700\n새콤한 자몽과 달콤한 꿀이 깊고 그윽한 풍미의 스타벅스 티바나 블랙 티의 조화', '콜드 브루\n4,900\n스타벅스 바리스타의 정성으로 탄생한 콜드 브루!\n\n콜드 브루 전용 원두를 차가운 물로 추출하여 한정된 양만 제공됩니다.\n깊은 풍미의 새로운 커피 경험을 즐겨보세요.', '', '', '', '']"
경성상회 방배점,서울 서초구 방배천로 12-3 (우)06693,매일 16:30 ~ 04:30,,070-7576-1888 대표번호,[],"['날개\n3,500', '다리살\n3,500', '염통\n3,500', '연어 샐러드\n16,000', '토마토 샐러드\n9,000']"
지금보고싶다 이수점,서울 동작구 동작대로27가길 26 (우)07008,매일 17:00 ~ 07:00,,,[],"['보고싶다 플레이트1\n21,900\n담양숯불갈비+감바스+모둠튀김', '보고싶다 플레이트2\n19,900\n순살치킨+과일+모둠튀김', '담양숯불갈비\n17,000', '보고싶다 감바스\n15,000', '신당동 명량 떡볶이\n14,000']"
바르미샤브샤브n칼국수 사당점,서울 서초구 방배천로 11 파스텔씨티 2층 202-2호 (우)06693,매일 11:00 ~ 22:00,02-597-1155,#스시뷔페 #점심식사 #회식장소 #제로페이,"['#스시뷔페', '#점심식사', '#회식장소', '#제로페이']","['소고기샤브샤브\n13,800\n평일점심', '소고기샤브샤브\n15,800\n평일 저녁,주말,공후일', '한우샤브샤브\n18,000\n평일점심', '한우샤브샤브\n19,800\n평일 저녁,주말,공후일']"
모녀당,서울 서초구 방배천로2안길 110 102호 (우)06677,"월,화,일요일
닫기",,010-2104-2009 대표번호,[],"['클래식 휘낭시에\n2,800', '무화과 휘낭시에\n3,000', '코코넛 휘낭시에\n3,000']"
흑산도홍탁,서울 서초구 방배천로 44 (우)06691,"매일 16:00 ~ 02:00
닫기",02-523-9915,#노포 #친목모임 #코스요리 #제로페이,"['#노포', '#친목모임', '#코스요리', '#제로페이']","['홍어회 (소)\n55,000', '홍어삼합 (소)\n55,000', '홍어찜\n45,000', '홍어무침\n35,000', '홍어탕\n35,000']"
메종엠오 방배본점,서울 서초구 방배로26길 22 1층 (우)06588,"월,화,수요일
닫기",,070-4239-3335 대표번호,[],"['커피\n4,000', '아이스커피\n4,500', '카페오레\n4,500', '아이스 카페 오레\n5,000', '홍차\n4,000']"
미스사이공 이수점,서울 서초구 동작대로 108 디오슈페리움2 1층 102호 (우)06568,매일 11:00 ~ 22:00,,02-533-0420 대표번호,[],"['소고기 쌀국수\n4,200', '사이공 볶음면\n4,200', '사이공 봉\n3,900', '숯불덮밥\n4,500', '스파이시 치킨덮밥\n6,000']"
고반식당 이수역점,서울 동작구 동작대로27가길 15 1층 (우)07008,매일 16:00 ~ 23:00,02-6951-3662,#회식장소 #제로페이,"['#회식장소', '#제로페이']","['숙성생삼겹\n15,000', '숙성생목살\n15,000', '돈치맛살\n16,000', '등심덧살\n16,000', '돈안창\n15,000']"
홍두깨손칼국수,서울 동작구 동작대로29나길 10 (우)06997,매일 11:00 ~ 20:00 (수제비는 15시~17시 사이에만 주문 가능),,,[],"['손칼국수\n5,000', '손수제비\n5,000', '잔치국수\n3,000']"
바른황소곱창,서울 동작구 동작대로7길 4 (우)07015,"화요일
닫기",010-5050-8684,#사당곱창 #사당곱창대창막창 #사당맛집 #사당소곱창 #사당소곱창맛집 #제로페이,"['#사당곱창', '#사당곱창대창막창', '#사당맛집', '#사당소곱창', '#사당소곱창맛집', '#제로페이']","['모듬곱창 (250)\n22,000']"
아구랜드 방배점,서울 서초구 서초대로 68 (우)06673,매일 11:00 ~ 23:00,02-597-1959,#친목모임 #제로페이,"['#친목모임', '#제로페이']","['아구샤브샤브(기본)\n35,000', '아구찜(기본)\n35,000', '아구샤브샤브(대)\n55,000', '아구찜(대)\n55,000', '새우소금구이(10마리)\n15,000']"
미사키혼술 이수본점,서울 동작구 동작대로25길 24 1층 (우)07008,"월~토 16:00 ~ 02:00
닫기",02-535-2786,#가성비좋은 #오뎅바 #코스요리 #혼술,"['#가성비좋은', '#오뎅바', '#코스요리', '#혼술']","['참치사시미 (1-2인)\n25,000', '히라메고노와다\n30,000', '문어숙회\n22,000', '육회\n22,000', '차돌숙주볶음\n17,000']"
계림닭한마리,서울 동작구 사당로30길 103 (우)07015,매일 10:00 ~ 22:00,02-3486-7766,#안심식당 #건강식 #점심식사 #제로페이,"['#안심식당', '#건강식', '#점심식사', '#제로페이']",[]
릿 잇 타미,서울 서초구 방배천로2안길 31 1층 (우)06692,"월~토 11:30 ~ 22:00
월~금 휴게시간 15:00 ~ 17:00
닫기",,"02-525-1976 대표번호
더보기",[],"['CLASSIC AMERICAN CHEESE\n9,900\n기본에 충실한 클래식 아메리칸 치즈버거', ""추천\nTOMMY'S SIGNATURE NO.1\n10,900\n먹물 번, 소고기 패티, 아메리칸 치즈, 그릴드 어니언, 겨자채, 피클, 베이컨, 아보카도"", ""추천\nTOMMY'S SIGNATURE NO.2\n10,900\n브리오쉬 번, 소고기 패티, 아메리칸 치즈, 그릴드 어니언, 겨자채, 피클, 베이컨, 계란 프라이"", 'BLACK SPICY BURGER\n12,900\n먹물 번, 소고기 패티, 아메리칸 치즈, 그릴드 어니언, 할라피뇨, 치폴레 소스, 레드페퍼, 파마산 치즈', 'LIT IT CHICKEN BURGER\n11,900\n브리오쉬 번, 치킨텐더, 콘슬로우, 치폴레 소스', 'DOUBLE FULLY LOADED BURGER\n16,900\n브리오쉬 번, 더블 소고기 패티, 더플 아메리칸 치즈, 그릴드 어니언, 겨자채, 피클, 베이컨, 계란 프라이', 'FRENCH FRIES\n6,800\n까놀라유에 바삭하게 튀긴 감자튀김', 'DOUBLE CHEEDAR CHEESE FRIES\n8,800\n체다치즈 파우더와 체다치즈 소스로 맛을 낸 감자튀김', 'SPICY FRIES\n8,800\n치폴레 아이올리 소스가 토핑된 매운맛을 느낄 수 있는 감자튀김', 'TRUFFLE PARMESAN FRIES\n8,800\n트러플 아이올리 오일과 파마산 치즈가 올라간 감자튀김', 'SWEET POTATO FRIES\n10,800\n꿀소스와 함께 하는 달콤한 맛의 고구마 프라이']"
권참치 사당점,서울 동작구 사당로30길 142 2층 (우)07015,"월~토 16:00 ~ 01:00
닫기",02-597-7080,#안심식당 #데이트코스 #친목모임 #코스요리 #회식장소 #제로페이,"['#안심식당', '#데이트코스', '#친목모임', '#코스요리', '#회식장소', '#제로페이']",[]
육갑식당 방배본점,서울 서초구 방배중앙로 166 1층 (우)06557,"월~금 15:00 ~ 24:00
닫기",,02-596-9292 대표번호,[],[]
미구,서울 서초구 방배천로4길 15-3 (우)06692,월~토 18:00 ~ 03:00,,010-9155-4069 대표번호,[],"['가지\n4,000', '낙지꼬치\n3,000', '베이컨새송이\n3,500', '삼겹꽈리말이\n3,000', '치즈떡꼬치\n4,000']"
할리스 이수역점,서울 동작구 동작대로 83 헤라피스빌딩 1층 (우)07013,"월~금 08:00 ~ 02:00
닫기",,02-588-4845 대표번호,[],"['샤인머스캣 봉봉 스무디\n6,800\n상큼하고 청량한 샤인머스캣 스무디에 샤인머스캣 구슬 아이스크림을 토핑한 스무디', '토마토 통통 주스\n6,500\n신선한 토마토를 그대로 갈아 만든 주스에 토마토를 듬뿍 토핑한 생과일 주스', '키위 생생 주스\n6,500\n신선한 키위를 그대로 갈아 만든 주스에 키위를 듬뿍 토핑한 생과일 주스', '딸기 크럼블 쏘스윗박스\n6,500\n상큼한 베리필링과 부드러운 크림치즈 무스에 고소한 크럼블이 어우러지는 케이크', '트리플 초코 케이크\n5,900\n밀크, 다크, 화이트 3가지 초콜릿 맛을 즐길 수 있는 달콤한 초코 무스 케이크', '트리플 베리 생크림\n5,900\n부드러운 생크림과 달콤한 딸기가 샌딩된 케이크 위에 블루베리와 크랜베리를 토핑한 케이크', '딸기 크럼블 쏘스윗박스 파티팩\n39,000\n상큼한 베리필링과 부드러운크림치즈 무스에 고소한 크럼블이 어우러지는 홀케이크', '시그니처 델리 세트\n20,100\n소프트 잠봉뵈르 1 + 햄치즈 스크램블 토스트 1 + 카페아메리카노 1 + 카페라떼 1']"
책그리고,서울 서초구 방배천로 132 (우)06569,"월~금 09:00 ~ 21:00
닫기",,070-4001-9587 대표번호,[],[]
기꾸참치,서울 동작구 남부순환로271길 14 2층 (우)07025,매일 14:00 ~ 22:30,02-3486-3737,#친목모임 #코스요리 #회식장소 #제로페이,"['#친목모임', '#코스요리', '#회식장소', '#제로페이']","['기꾸참치 미 (1인)\n50,000', '기꾸참치 선 (1인)\n62,000', '기꾸참치 진 (1인)\n75,000', '기꾸참치 스페셜 (1인)\n75,000', '실장스폐셜 (1인)\n110,000']"
이수산더미,서울 동작구 사당로 307-12 1층 (우)07008,월~토 11:30 ~ 23:00,02-536-4788,#술한잔하기좋은 #점심특선 #친목모임 #회식장소,"['#술한잔하기좋은', '#점심특선', '#친목모임', '#회식장소']","['산더미 물 갈비(1인)\n17,000\n2인 이상', '산더미 소 불고기(1인)\n15,000\n2인 이상', '이수 오징어 불고기(1인)\n11,000\n2인 이상', '이수 오삼 불고기(1인)\n13,000\n2인 이상', '이수 생고기 손 김치 두루치기(1인)\n9,000\n2인 이상']"
정애맛담,서울 동작구 동작대로29나길 10 1층 (우)06997,매일 06:00 ~ 19:30 (또는 20:00),,02-592-9096 대표번호,[],[]
원조추어탕,서울 동작구 동작대로33가길 4 (우)06996,매일 09:30 ~ 21:30,02-537-9944,#이동약자접근 #제로페이,"['#이동약자접근', '#제로페이']",[]
맛집부추곱창 사당점,서울 서초구 방배천로2길 37 (우)06693,"매일 14:00 ~ 23:00
닫기",02-583-4993,#제로페이,['#제로페이'],"['모듬곱창 (250g)\n24,000', '순곱창 (250g)\n25,000', '마늘곱창 (250g)\n27,000', '대창 (250g)\n24,000', '막창 (250g)\n24,000']"
샘골참숯불막창구이,서울 서초구 방배천로16길 21 (우)06677,"월~토 15:00 ~ 01:00
닫기",02-581-5592,#제로페이,['#제로페이'],"['특양(소) (150g)\n23,000', '소막창 (150g)\n15,000', '돼지막창 (150g)\n13,000', '소갈비살 (150g)\n15,000', '돼지껍데기 (150g)\n9,000']"
고흥이모네전집,서울 동작구 동작대로7길 24 (우)07015,매일 00:00 ~ 24:00,010-2330-5486,#제로페이,['#제로페이'],"['모듬전\n20,000', '소고기육전\n18,000', '굴전\n18,000', '동태전\n15,000', '김치전\n13,000']"
솔라스,서울 서초구 방배천로18길 26 (우)06677,"화요일
닫기",070-8809-7711,#베이커리카페 #소개팅 #카카오페이 #제로페이,"['#베이커리카페', '#소개팅', '#카카오페이', '#제로페이']","['쪽파크로아상\n2,800', '치즈타르트\n2,400', '마늘바게트\n4,000', '스세지파이\n3,200', '크런치롤치즈\n3,500']"
방배반점,서울 서초구 방배천로16길 4 1층 (우)06677,"월~토 11:00 ~ 21:00
월~토 휴게시간 15:00 ~ 17:00
닫기",070-4007-1893,#혼밥 #제로페이,"['#혼밥', '#제로페이']","['멘보샤\n38,000\n3일전예약', '짜장면\n7,000', '삼선짬뽕\n10,000', '새우볶음밥\n9,900', '탕수육\n23,000', '류산슬\n33,000', '어향동고\n40,000', '망고크림새우\n28,000', '굴탕면\n12,000']"
페이브 방배점,서울 서초구 서초대로25길 32 엠아이빌딩 1층 (우)06586,매일 09:00 ~ 22:00,,070-4441-0166 대표번호,[],"['아메리카노\n4,000', '카페라떼\n4,500', '블랙 밀크티\n5,500', '오렌지 망고 티-주스 (ICE)\n6,000', '바닐라빈 라떼\n5,500']"
72420 사당본점,서울 동작구 동작대로1길 50 1층 (우)07025,"매일 11:30 ~ 22:00
닫기",02-588-2420,#데이트코스 #점심식사 #혼밥 #제로페이,"['#데이트코스', '#점심식사', '#혼밥', '#제로페이']","['안심양지쌀국수 (M)\n8,500', '72420매운쌀국수 (M)\n9,500', '왕갈비쌀국수 (한정메뉴)\n13,000', '새우볶음밥 (M)\n8,000', '소고기볶음밥 (M)\n8,500', '소고기분짜\n13,000']"
카페좋아진다,서울 동작구 사당로26길 87 1층 (우)07015,"월~토 10:00 ~ 21:00
닫기",,02-812-0222 대표번호,[],"['아메리카노\n3,500', '카페라떼\n4,000', '카푸치노\n4,000', '카페모카\n4,500', '바닐라라떼\n4,500']"
버거307 이수점,서울 서초구 방배천로18길 16 (우)06677,매일 11:00 ~ 24:00,,02-588-0307 대표번호,[],"['301 HOTDOG\n4,700', '305 PINEAPPLE\n6,700', '307 BACON\n6,700', 'LADY BURGER\n5,700', 'SHRIMP BURGER\n6,700']"
동명 IZAKAYA,서울 관악구 남현1길 42 남현빌딩 4층 (우)08806,"월~목 16:00 ~ 24:00
닫기",,02-522-8227 대표번호,[],"['사시미 모리아와세 中\n40,000', '오늘의 사시미\n30,000', '모듬 초회\n38,000', '갑오징어 초회\n25,000', '소고기타다끼\n22,000', '메로 야끼\n25,000', '치킨가라아게\n18,000', '에비깡\n16,000', '해물 짬뽕나베\n24,000', '오뎅탕\n18,000', '나가사키 짬뽕\n19,000']"
설빙 이수역점,서울 동작구 동작대로27가길 12 2층 (우)07008,매일 11:00 ~ 23:00,,070-4255-7575 대표번호,[],"['인절미설빙', '인절미토스트', '블루베리치즈설빙', '치즈설빙', '블루베리요거트스무디', '티라미수 설빙', '딸기치즈메론설빙', '리얼통통메론설빙', '요거통통메론설빙', '팥인절미설빙', '애플망고치즈설빙']"
바이젠하우스 서울 방배1호점,서울 서초구 동작대로 22 (우)06692,매일 16:00 ~ 02:00,02-588-7782,#데이트코스 #분위기좋은 #수제맥주 #친목모임 #피맥 #회식장소 #제로페이,"['#데이트코스', '#분위기좋은', '#수제맥주', '#친목모임', '#피맥', '#회식장소', '#제로페이']","['고르곤졸라피자\n13,500', '스윗&핫소스치킨타코 (2ea)\n8,000', '오리지널브리또\n9,800', '리코타카프레제샐러드\n13,000', '반건조버터오징어\n13,000']"
100족발,서울 동작구 사당로30길 154 (우)07025,"화~일 12:00 ~ 24:00
닫기",,02-522-9293 대표번호,[],[]
7%칠백식당 방배직영점,서울 서초구 방배로27길 12 (우)06572,"월~토 17:00 ~ 23:00
닫기",,02-534-0705 대표번호,[],"['칠백한우모듬 (150g)\n34,000', '칠백한우육사시미 (200g)\n29,000', '곤드레밥\n2,000', '짱아찌국수\n5,000', '등심 150그람\n34,000', '안심 150그람\n34,000', '된장찌개\n2,000']"
군선생 이수역9번출구점,서울 동작구 동작대로23길 17 (우)07013,"매일 17:00 ~ 05:00
닫기",,02-588-9672 대표번호,[],"['숯불모둠꼬치(16pc)\n27,800', '숯불연어구이\n16,800', '숯불고등어구이\n14,800', '숯불고삼구이\n20,800', '숯불갈치구이\n21,800']"
떡마당떡집,서울 서초구 방배로23길 22 (우)06672,"매일 09:00 ~ 19:00
닫기",02-523-0260,#아침식사 #제로페이,"['#아침식사', '#제로페이']",[]
엔터하츠,서울 서초구 동광로 11 빈센트빌딩 1층 (우)06560,"매일 08:00 ~ 22:00
닫기",,02-6402-1080 대표번호,[],"['따끈한귤주스\n4,000', '자몽주스\n4,500', '딸기티 (HOT)\n4,000', '레몬티 (HOT)\n3,500', '오!사과 쥬스\n4,800']"
남산터 이수점,서울 서초구 동작대로 68 1층 (우)06677,매일 00:00 ~ 24:00,,,[],[]
은연가 사당2호점,서울 동작구 동작대로23길 31 1층 (우)07013,매일 11:00 ~ 24:00,070-4224-2243,#친목모임 #혼밥 #제로페이,"['#친목모임', '#혼밥', '#제로페이']","['삼합+누룽지탕\n35,000', '보쌈 (중) +누룽지탕\n23,000', '홍어회+누룽지탕\n23,000', '보쌈김치전골\n23,000', '홍어무침\n20,000']"
북경양꼬치,서울 동작구 동작대로27길 32 1층 (우)07008,"매일 10:00 ~ 24:00
닫기",02-591-7082,#친목모임,['#친목모임'],"['어린 양 왕꼬치(5EA)\n18,000', '소고기 꼬치(10EA)\n15,000', '지삼선\n18,000', '마라대하\n22,000', '건두부 무침\n12,000']"
맛집곱창구이,서울 서초구 방배천로2안길 23 1층 (우)06692,"월~토 14:00 ~ 24:00
닫기",,02-521-9667 대표번호,[],"['추천\n마늘곱창 (1인분)\n28,000\n아니!? 곱창안에 마늘이?? 각종 메스컴 극찬한 시그니처 마늘곱창. 일일한정메뉴', '추천\n모듬곱창 (1인분)\n26,000\n대창도 먹고싶고, 곱창도 먹고싶고, 막창도 먹고싶고, 특양구이도 먹고싶고, 염통도 먹고싶을 땐 모듬이지! 그램수에 맞게 적당히 섞인 모듬곱창!', '볶음밥\n3,000\n역시 마무리는 김치 볶음밥!!', '황소곱창 (1인분)\n27,000\n난 오로지 곱창파!! Only 곱창만 먹고싶을 땐 황소곱창!!', '대창구이 (1인분)\n25,000\n요즘은 대창이 인기지~겉바속촉을 느끼고 싶다면 대창!!', '막창구이 (1인분)\n25,000\n꼬들꼬들~ 막창만한 술안주도 없지!!', '특양구이 (1인분)\n27,000\n말랑말랑 꼬들꼬들 ~특양구이가 이렇게 맛있나?', '염통구이 (1인분)\n16,000\n역시 내장육의 에피타이저~염통~음~!']"
탐나종합어시장 이수역점,서울 동작구 동작대로 141 1층 (우)06997,매일 11:00 ~ 03:00,,02-593-0111 대표번호,[],"['광우세트\n33,000', '광우연\n45,000', '물회\n30,000', '홍게\n35,000']"
너땜에한잔,서울 서초구 방배천로2안길 23 (우)06692,매일 17:00 ~ 02:00,02-588-4045,#데이트코스 #분위기좋은 #소개팅 #친목모임 #피맥 #회식장소 #제로페이,"['#데이트코스', '#분위기좋은', '#소개팅', '#친목모임', '#피맥', '#회식장소', '#제로페이']",[]
방배한가람김밥,서울 동작구 동작대로7길 55 (우)07025,"월~금 06:00 ~ 20:00
닫기",02-585-7280,#혼밥 #제로페이,"['#혼밥', '#제로페이']","['유부김밥\n4,000', '햄김밥\n4,000', '참치김밥\n5,000', '매실김밥\n5,500', '쇠고기김밥\n5,000', '진미김밥\n4,500', '맛살김밥\n4,000', '김치김밥\n4,500', '치즈김밥\n4,500', '얼큰이김밥\n4,500', '멸치김밥\n4,500', '모듬김밥\n5,500', '우엉김밥\n4,000']"
일상다반사,서울 동작구 동작대로25길 60-1 (우)07008,매일 11:00 ~ 22:30,,,[],"['달콤한 아몬드 아메리카노\n4,000', '라떼\n4,000', '카푸치노\n4,000', '바닐라라떼\n4,500', '캬라멜라떼\n4,500', '헤이즐넛\n4,500', '메이플라떼\n4,500', '아몬드라떼\n4,500', '아이스 콩 라떼\n4,500', '모카\n4,500', '캬라멜 마끼아또\n5,000', '핫바닐라\n4,000', '아이스바닐라\n4,000', '핫초코\n4,500', '아이스초코\n4,500', '그린티 라떼\n4,500', '얼음 동동 미숫가루\n4,500', '베리베리 요거트\n5,500', '유자에이드\n4,500', '레모네이드\n5,000', '오미자에이드\n5,000', '', '', '', '', '', '', '', '', '', '', '', '', '']"
참치마니아,서울 동작구 동작대로7길 12 2층 (우)07015,"매일 16:00 ~ 23:00
닫기",02-582-3737,#안심식당 #참치무한리필 #친목모임 #코스요리 #회식장소 #제로페이,"['#안심식당', '#참치무한리필', '#친목모임', '#코스요리', '#회식장소', '#제로페이']",[]
신용산감자탕,서울 동작구 동작대로23길 17 2층 (우)07013,"월~토 11:30 ~ 22:00
월~토 휴게시간 15:00 ~ 17:00",010-2117-4100,#제로페이,['#제로페이'],"['감자탕(소/2인)\n28,000\n끓이면서 드시는 전골입니다. 직접 반죽한 수제비가 무제한 제공 됩니다.', '감자탕(중/3인)\n35,000\n끓이면서 드시는 전골입니다. 직접 반죽한 수제비가 무제한 제공 됩니다.', '감자탕(대/4인)\n42,000\n끓이면서 드시는 전골입니다. 직접 반죽한 수제비가 무제한 제공 됩니다.', '뼈해장국(고기많이)\n9,000\n큰뼈2개가 들어갑니다. 감자슬라이스와 약간의 우거지가 포함됩니다.', '반반해장국\n9,000\n우거지를 좋아하시는 분들께 추천드립니다. 뼈1개와 넉넉한 우거지가 포함됩니다.', '국내산 김치전\n12,000\n개인적으로 눅눅한 전을 좋아하지 않습니다. 그래서 최대한 바삭하게 만들어 드리겠습니다.']"
일미옥,서울 서초구 서초대로19길 10-21 (우)06573,"월~토 11:00 ~ 21:40
월~토 휴게시간 15:00 ~ 17:00
닫기",02-533-7199,#혼밥 #제로페이,"['#혼밥', '#제로페이']","['콩국수\n10,000', '곰국시\n9,000', '소고기보신탕\n10,000', '소고기보신탕 (특)\n12,000', '돈까스\n9,000', '소고기보신탕전골 (대)\n55,000', '소고기보신탕전골 (중)\n42,000', '해물갈비찜 (대)\n55,000', '해물갈비찜 (중)\n42,000', '수비드보쌈 (대)\n42,000', '수비드보쌈 (중)\n35,000', '곤드레전병\n7,000', '왕만두\n7,000']"
이수족발,서울 서초구 방배천로4길 42 (우)06693,매일 12:00 ~ 23:00,02-534-0303,#친목모임 #회식장소 #제로페이,"['#친목모임', '#회식장소', '#제로페이']","['족발 (중)\n32,000', '쟁반막국수 (중)\n10,000', '사발막국수\n6,000', '해물파전\n15,000', '순두부찌개\n6,000']"
